134.122.94.92 - - [23/Sep/2024:10:53:08 +0000] "GET / HTTP/1.1" 200 1329 "https://pentest-switzerland.com" "Mozilla/5.0 (Windows NT 10.0; rv:127.0) Gecko/20100101 Firefox/127.0"
172.70.243.87 - - [23/Sep/2024:10:56:11 +0000] "GET /.git/config HTTP/1.1" 404 184 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C202 Safari/604.1"
162.158.146.26 - - [23/Sep/2024:10:56:46 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
162.158.146.143 - - [23/Sep/2024:10:56:46 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "-" "python-requests/2.25.1"
162.158.170.121 - - [23/Sep/2024:10:57:09 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0"
162.158.171.9 - - [23/Sep/2024:10:57:11 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "https://searchngo.app/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0"
172.71.6.179 - - [23/Sep/2024:10:57:19 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.71.11.92 - - [23/Sep/2024:10:57:27 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.69.11.215 - - [23/Sep/2024:10:57:30 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.69.194.207 - - [23/Sep/2024:10:57:37 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
162.158.158.101 - - [23/Sep/2024:10:57:37 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36"
172.69.134.84 - - [23/Sep/2024:10:57:37 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1"
172.70.174.108 - - [23/Sep/2024:10:58:03 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.71.234.118 - - [23/Sep/2024:10:58:05 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.70.174.108 - - [23/Sep/2024:10:58:05 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.71.10.6 - - [23/Sep/2024:10:58:07 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.70.175.33 - - [23/Sep/2024:10:58:28 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
172.71.126.242 - - [23/Sep/2024:10:59:17 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
172.69.223.197 - - [23/Sep/2024:10:59:19 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "https://searchngo.app/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
172.71.127.76 - - [23/Sep/2024:10:59:45 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
172.71.127.76 - - [23/Sep/2024:10:59:47 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
172.71.10.63 - - [23/Sep/2024:10:59:55 +0000] "GET / HTTP/1.1" 200 1329 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
108.162.226.226 - - [23/Sep/2024:11:00:39 +0000] "GET / HTTP/1.1" 200 975 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0"
172.70.115.150 - - [23/Sep/2024:11:01:01 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36"
172.69.11.215 - - [23/Sep/2024:11:01:04 +0000] "GET / HTTP/1.1" 200 811 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
108.162.226.226 - - [23/Sep/2024:11:01:05 +0000] "GET / HTTP/1.1" 200 811 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0"
172.71.234.207 - - [23/Sep/2024:11:01:22 +0000] "GET / HTTP/1.1" 200 811 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
108.162.226.226 - - [23/Sep/2024:11:01:37 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0"
162.158.189.155 - - [23/Sep/2024:11:01:53 +0000] "GET / HTTP/1.1" 200 752 "-" "WhatsApp/2.2437.3 W"
172.70.42.230 - - [23/Sep/2024:11:03:51 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:65.0) Gecko/20100101 Firefox/65.0"
172.71.172.166 - - [23/Sep/2024:11:04:43 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.80 Mobile Safari/537.36"
172.68.244.171 - - [23/Sep/2024:11:05:57 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
172.70.38.69 - - [23/Sep/2024:11:05:57 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
172.71.223.89 - - [23/Sep/2024:11:06:01 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
172.69.134.8 - - [23/Sep/2024:11:06:21 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
162.158.166.187 - - [23/Sep/2024:11:06:21 +0000] "GET /favicon.ico HTTP/1.1" 404 184 "https://searchngo.app/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
172.71.158.204 - - [23/Sep/2024:11:06:22 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
172.70.34.190 - - [23/Sep/2024:11:07:23 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
141.101.95.22 - - [23/Sep/2024:11:14:43 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
141.101.96.9 - - [23/Sep/2024:11:21:02 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
141.101.96.9 - - [23/Sep/2024:11:21:06 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
172.69.43.253 - - [23/Sep/2024:11:21:41 +0000] "GET /robots.txt HTTP/1.1" 404 184 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
13.64.194.207 - - [23/Sep/2024:11:22:47 +0000] "GET /autodiscover/autodiscover.json?@zdi/Powershell HTTP/1.1" 404 184 "-" "Mozilla/5.0 zgrab/0.x"
172.70.178.168 - - [23/Sep/2024:11:27:35 +0000] "GET /.well-known/acme-challenge/IMJARZH30LKLGO2HIJYQDOHLJDFTAJEA HTTP/1.1" 404 184 "-" "Cpanel-HTTP-Client/1.0"
68.178.227.1 - - [23/Sep/2024:11:34:01 +0000] "GET /.well-known/acme-challenge/-FHUUQAQ5_PMUA_GUYZKYLTV0HZ3WTQC HTTP/1.1" 404 196 "-" "Cpanel-HTTP-Client/1.0"
172.70.54.92 - - [23/Sep/2024:11:43:18 +0000] "GET /.env HTTP/1.1" 404 184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
172.68.50.21 - - [23/Sep/2024:11:49:40 +0000] "GET /public/plugins/ckeditor/elfinder/php/connector.php HTTP/1.1" 404 184 "-" "ALittle Client"
172.68.244.168 - - [23/Sep/2024:12:25:59 +0000] "GET / HTTP/1.1" 200 752 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
